,gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,met_o,age,field,race,imprace,imprelig,from,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr3_1,sinc3_1,fun3_1,intel3_1,attr,sinc,intel,fun,met,iid,pid,match
264,0,0,25.0,4,25.0,20.0,25.0,20.0,10.0,0.0,8.0,10.0,9.0,9.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,7.0,8.0,9.0,6.0,2.0,315,532,0.0
265,0,0,30.0,4,30.0,20.0,10.0,30.0,0.0,10.0,5.0,5.0,5.0,5.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,5.0,8.0,8.0,6.0,2.0,315,408,0.0
266,0,0,23.0,4,20.0,25.0,20.0,15.0,10.0,10.0,8.0,9.0,7.0,7.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,7.0,8.0,7.0,2.0,315,151,0.0
267,0,1,24.0,2,25.0,35.0,30.0,10.0,0.0,0.0,8.0,5.0,6.0,6.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,4.0,5.0,10.0,4.0,2.0,315,58,1.0
268,0,1,24.0,2,25.0,15.0,25.0,25.0,15.0,15.0,7.0,6.0,6.0,7.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,7.0,9.0,7.0,2.0,315,168,0.0
269,0,1,28.0,2,25.0,15.0,25.0,15.0,0.0,20.0,7.0,6.0,6.0,7.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,8.0,7.0,5.0,2.0,315,263,0.0
270,0,1,26.0,2,20.0,35.0,20.0,10.0,10.0,5.0,10.0,8.0,7.0,8.0,1.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,7.0,8.0,8.0,6.0,2.0,315,320,0.0
271,0,1,30.0,2,20.0,20.0,25.0,25.0,5.0,5.0,6.0,7.0,5.0,5.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,3.0,8.0,9.0,8.0,2.0,315,262,0.0
272,0,1,22.0,2,30.0,15.0,25.0,25.0,5.0,0.0,9.0,8.0,7.0,8.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,7.0,8.0,8.0,8.0,2.0,315,336,0.0
273,0,0,25.0,4,20.0,20.0,20.0,20.0,5.0,15.0,9.0,8.0,7.0,8.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,8.0,8.0,9.0,8.0,2.0,315,15,1.0
274,0,0,27.0,1,35.0,10.0,20.0,15.0,10.0,10.0,7.0,,,,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,9.0,8.0,9.0,8.0,2.0,315,209,0.0
275,0,1,23.0,2,25.0,10.0,35.0,15.0,0.0,15.0,6.0,4.0,7.0,6.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,6.0,5.0,8.0,7.0,2.0,315,65,0.0
276,0,1,21.0,2,15.0,20.0,15.0,30.0,5.0,15.0,8.0,7.0,7.0,7.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,5.0,4.0,7.0,5.0,2.0,315,124,0.0
277,0,1,28.0,2,40.0,15.0,20.0,10.0,5.0,10.0,9.0,8.0,8.0,8.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,7.0,8.0,9.0,7.0,2.0,315,225,0.0
278,0,1,28.0,2,40.0,20.0,20.0,20.0,0.0,0.0,8.0,9.0,9.0,9.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,5.0,8.0,8.0,6.0,2.0,315,69,0.0
279,0,0,23.0,1,20.0,25.0,25.0,10.0,10.0,10.0,8.0,9.0,8.0,10.0,2.0,25.0,Social Work,2,10.0,2.0,Iowa,1.0,5.0,2.0,Social Worker,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,7.0,8.0,7.0,7.0,7.0,8.0,2.0,315,193,0.0
280,0,0,25.0,4,25.0,20.0,25.0,20.0,10.0,0.0,8.0,9.0,9.0,8.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,2.0,5.0,5.0,3.0,2.0,496,532,0.0
281,0,0,30.0,4,30.0,20.0,10.0,30.0,0.0,10.0,5.0,5.0,5.0,5.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,2.0,5.0,5.0,3.0,2.0,496,408,0.0
282,0,0,23.0,4,20.0,25.0,20.0,15.0,10.0,10.0,7.0,8.0,8.0,9.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,2.0,5.0,5.0,3.0,2.0,496,151,0.0
283,0,1,24.0,2,25.0,35.0,30.0,10.0,0.0,0.0,6.0,5.0,7.0,5.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,2.0,6.0,7.0,1.0,2.0,496,58,1.0
284,0,1,24.0,2,25.0,15.0,25.0,25.0,15.0,15.0,8.0,7.0,7.0,8.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,3.0,8.0,7.0,6.0,2.0,496,168,0.0
285,0,1,28.0,2,25.0,15.0,25.0,15.0,0.0,20.0,7.0,6.0,8.0,7.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,4.0,7.0,6.0,1.0,2.0,496,263,1.0
286,0,1,26.0,2,20.0,35.0,20.0,10.0,10.0,5.0,10.0,9.0,9.0,10.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,7.0,4.0,5.0,6.0,2.0,496,320,1.0
287,0,1,30.0,2,20.0,20.0,25.0,25.0,5.0,5.0,5.0,6.0,6.0,6.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,3.0,7.0,6.0,4.0,2.0,496,262,0.0
288,0,1,22.0,2,30.0,15.0,25.0,25.0,5.0,0.0,9.0,8.0,7.0,9.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,6.0,5.0,5.0,7.0,2.0,496,336,0.0
289,0,0,25.0,4,20.0,20.0,20.0,20.0,5.0,15.0,9.0,8.0,7.0,7.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,2.0,496,15,0.0
290,0,0,27.0,1,35.0,10.0,20.0,15.0,10.0,10.0,8.0,,,,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,7.0,6.0,6.0,7.0,2.0,496,209,0.0
291,0,1,23.0,2,25.0,10.0,35.0,15.0,0.0,15.0,7.0,3.0,5.0,5.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,6.0,7.0,6.0,5.0,2.0,496,65,1.0
292,0,1,21.0,2,15.0,20.0,15.0,30.0,5.0,15.0,8.0,7.0,7.0,7.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,2.0,7.0,6.0,4.0,2.0,496,124,0.0
293,0,1,28.0,2,40.0,15.0,20.0,10.0,5.0,10.0,9.0,9.0,9.0,9.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,2.0,496,225,0.0
294,0,1,28.0,2,40.0,20.0,20.0,20.0,0.0,0.0,8.0,8.0,7.0,8.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,2.0,8.0,7.0,2.0,2.0,496,69,0.0
295,0,0,23.0,1,20.0,25.0,25.0,10.0,10.0,10.0,8.0,9.0,8.0,9.0,2.0,23.0,Social Work,2,2.0,4.0,California,1.0,5.0,2.0,Social work with children,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0,20.0,20.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,2.0,496,193,0.0
296,0,0,25.0,4,25.0,20.0,25.0,20.0,10.0,0.0,9.0,8.0,6.0,8.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,2.0,6.0,6.0,6.0,2.0,189,532,0.0
297,0,0,30.0,4,30.0,20.0,10.0,30.0,0.0,10.0,8.0,8.0,8.0,8.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,1.0,6.0,4.0,2.0,2.0,189,408,0.0
298,0,0,23.0,4,20.0,25.0,20.0,15.0,10.0,10.0,8.0,9.0,8.0,9.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,1.0,4.0,6.0,2.0,2.0,189,151,0.0
299,0,0,24.0,2,25.0,35.0,30.0,10.0,0.0,0.0,7.0,6.0,5.0,7.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,1.0,6.0,7.0,6.0,1.0,189,58,0.0
300,0,0,24.0,2,25.0,15.0,25.0,25.0,15.0,15.0,9.0,7.0,7.0,7.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,1.0,3.0,4.0,2.0,2.0,189,168,0.0
301,0,0,28.0,2,25.0,15.0,25.0,15.0,0.0,20.0,8.0,8.0,7.0,8.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,3.0,6.0,6.0,4.0,2.0,189,263,0.0
302,0,0,26.0,2,20.0,35.0,20.0,10.0,10.0,5.0,9.0,8.0,8.0,8.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,2.0,189,320,1.0
303,0,0,30.0,2,20.0,20.0,25.0,25.0,5.0,5.0,7.0,5.0,6.0,6.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,1.0,4.0,5.0,4.0,2.0,189,262,0.0
304,0,0,22.0,2,30.0,15.0,25.0,25.0,5.0,0.0,8.0,8.0,5.0,6.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,4.0,6.0,4.0,5.0,2.0,189,336,1.0
305,0,0,25.0,4,20.0,20.0,20.0,20.0,5.0,15.0,8.0,8.0,7.0,7.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,4.0,5.0,4.0,5.0,2.0,189,15,0.0
306,0,0,27.0,1,35.0,10.0,20.0,15.0,10.0,10.0,8.0,,,7.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,2.0,189,209,0.0
307,0,0,23.0,2,25.0,10.0,35.0,15.0,0.0,15.0,8.0,4.0,4.0,7.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,1.0,2.0,6.0,1.0,2.0,189,65,1.0
308,0,0,21.0,2,15.0,20.0,15.0,30.0,5.0,15.0,8.0,7.0,7.0,6.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,1.0,3.0,7.0,1.0,2.0,189,124,0.0
309,0,0,28.0,2,40.0,15.0,20.0,10.0,5.0,10.0,8.0,8.0,8.0,8.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,6.0,4.0,8.0,3.0,2.0,189,225,1.0
310,0,0,28.0,2,40.0,20.0,20.0,20.0,0.0,0.0,9.0,9.0,8.0,9.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,2.0,4.0,7.0,3.0,2.0,189,69,1.0
311,0,0,23.0,1,20.0,25.0,25.0,10.0,10.0,10.0,9.0,8.0,9.0,10.0,2.0,22.0,Speech Language Pathology,3,1.0,5.0,"Westchester, NY",1.0,6.0,2.0,Speech Language Pathologist,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,17.0,10.0,18.0,20.0,25.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,4.0,2.0,189,193,0.0
312,0,0,25.0,4,25.0,20.0,25.0,20.0,10.0,0.0,8.0,8.0,7.0,8.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,6.0,2.0,213,532,1.0
313,0,0,30.0,4,30.0,20.0,10.0,30.0,0.0,10.0,8.0,8.0,8.0,8.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,5.0,4.0,2.0,213,408,0.0
314,0,0,23.0,4,20.0,25.0,20.0,15.0,10.0,10.0,7.0,10.0,9.0,8.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,8.0,5.0,2.0,213,151,0.0
315,0,1,24.0,2,25.0,35.0,30.0,10.0,0.0,0.0,5.0,6.0,6.0,4.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,5.0,4.0,2.0,213,58,1.0
316,0,1,24.0,2,25.0,15.0,25.0,25.0,15.0,15.0,5.0,5.0,5.0,5.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,7.0,4.0,2.0,213,168,0.0
317,0,1,28.0,2,25.0,15.0,25.0,15.0,0.0,20.0,7.0,7.0,7.0,6.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,5.0,3.0,2.0,213,263,0.0
318,0,1,26.0,2,20.0,35.0,20.0,10.0,10.0,5.0,7.0,7.0,7.0,7.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,8.0,8.0,2.0,213,320,0.0
319,0,1,30.0,2,20.0,20.0,25.0,25.0,5.0,5.0,5.0,6.0,7.0,5.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,6.0,5.0,2.0,213,262,0.0
320,0,1,22.0,2,30.0,15.0,25.0,25.0,5.0,0.0,7.0,8.0,5.0,6.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,5.0,6.0,2.0,213,336,1.0
321,0,0,25.0,4,20.0,20.0,20.0,20.0,5.0,15.0,7.0,8.0,8.0,7.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,7.0,5.5,2.0,213,15,0.0
322,0,0,27.0,1,35.0,10.0,20.0,15.0,10.0,10.0,6.0,8.0,8.0,7.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,9.0,5.0,2.0,213,209,0.0
323,0,1,23.0,2,25.0,10.0,35.0,15.0,0.0,15.0,6.0,7.0,7.0,3.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.5,6.0,4.0,2.0,213,65,0.0
324,0,1,21.0,2,15.0,20.0,15.0,30.0,5.0,15.0,5.0,6.0,7.0,5.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,124,0.0
325,0,1,28.0,2,40.0,15.0,20.0,10.0,5.0,10.0,7.0,8.0,8.0,7.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,7.0,5.0,2.0,213,225,0.0
326,0,1,28.0,2,40.0,20.0,20.0,20.0,0.0,0.0,7.0,8.0,7.0,7.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,6.5,5.0,2.0,213,69,1.0
327,0,0,23.0,1,20.0,25.0,25.0,10.0,10.0,10.0,9.0,9.0,10.0,9.0,2.0,26.0,Speech Languahe Pathology,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,6.0,5.0,2.0,213,193,0.0
