,pid,iid,rate
7683,291,325,5
7684,291,327,6
7685,291,328,7
7686,291,329,7
7687,291,330,6
7688,291,332,7
7689,291,334,6
7690,291,335,6
7691,291,337,6
7692,291,339,6
7693,291,341,7
7694,291,342,7
7695,291,344,7
7696,291,345,7
7697,291,346,6
7698,291,349,7
7699,291,351,7
7700,291,352,6
7701,291,354,6
7702,291,355,7
7703,291,359,6
7704,291,361,6
7705,291,362,7
7706,291,363,7
7707,291,364,7
7708,291,368,6
7709,291,369,7
7710,291,372,6
7711,291,375,6
7712,291,378,6
7713,291,381,7
7714,291,383,7
7715,291,391,7
7716,291,392,6
7717,291,395,7
7718,291,397,7
7719,291,398,6
7720,291,401,7
7721,291,405,6
7722,291,407,7
7723,291,408,7
7724,291,411,7
7725,291,415,6
7726,291,417,5
7727,291,422,7
7728,291,428,6
7729,291,430,6
7730,291,431,6
7731,291,432,7
7732,291,433,7
7733,291,434,7
7734,291,436,7
7735,291,437,6
7736,291,443,7
7737,291,444,7
7738,291,447,7
7739,291,448,7
7740,291,449,7
7741,291,451,7
7742,291,457,6
7743,291,458,8
7744,291,461,6
7745,291,462,6
7746,291,466,6
7747,291,467,8
7748,291,470,7
7749,291,471,6
7750,291,472,7
7751,291,474,6
7752,291,475,6
7753,291,477,6
7754,291,484,7
7755,291,485,6
7756,291,486,7
7757,291,487,6
7758,291,491,7
7759,291,492,7
7760,291,494,6
7761,291,495,6
7762,291,500,7
7763,291,501,6
7764,291,503,7
7765,291,504,7
7766,291,509,5
7767,291,510,7
7768,291,512,5
7769,291,516,7
7770,291,517,6
7771,291,518,8
7772,291,521,7
7773,291,522,6
7774,291,523,7
7775,291,525,7
7776,291,529,7
7777,291,530,5
7778,291,533,7
7779,291,534,6
7780,291,535,6
7781,291,540,7
7782,291,542,7
7783,291,544,6
7784,291,546,6
7785,291,549,6
7786,291,552,6
7787,292,234,6
7788,292,235,6
7789,292,236,6
7790,292,237,6
7791,292,238,6
7792,292,239,5
7793,292,240,6
7794,292,241,8
7795,292,244,6
7796,292,246,6
7797,292,249,6
7798,292,251,7
7799,292,256,6
7800,292,259,6
7801,292,261,7
7802,292,262,5
7803,292,263,6
7804,292,264,6
7805,292,265,6
7806,292,267,7
7807,292,269,6
7808,292,270,6
7809,292,271,6
7810,292,272,7
7811,292,275,6
7812,292,277,7
7813,292,279,7
7814,292,282,7
7815,292,283,7
7816,292,284,7
7817,292,285,7
7818,292,287,5
7819,292,290,6
7820,292,291,6
7821,292,294,6
7822,292,295,6
7823,292,297,7
7824,292,298,5
7825,292,299,6
7826,292,301,6
7827,292,302,7
7828,292,303,7
7829,292,304,5
7830,292,308,6
7831,292,312,6
7832,292,313,6
7833,292,314,6
7834,292,316,7
7835,292,317,6
7836,292,319,7
7837,292,323,6
7838,292,325,5
7839,292,326,6
7840,292,330,6
7841,292,332,8
7842,292,335,6
7843,292,336,6
7844,292,337,6
7845,292,338,6
7846,292,339,6
7847,292,343,6
7848,292,344,6
7849,292,346,6
7850,292,348,5
7851,292,354,6
7852,292,357,7
7853,292,359,5
7854,292,360,6
7855,292,361,6
7856,292,364,7
7857,292,367,6
7858,292,368,6
7859,292,370,7
7860,292,371,8
7861,292,372,7
7862,292,373,8
7863,292,375,6
7864,292,381,7
7865,292,384,6
7866,292,388,6
7867,292,389,6
7868,292,391,8
7869,292,396,6
7870,292,403,7
7871,292,411,8
7872,292,413,7
7873,292,417,5
7874,292,420,6
7875,292,421,7
7876,292,430,5
7877,292,431,6
7878,292,432,7
7879,292,434,7
7880,292,437,5
7881,292,440,8
7882,292,454,6
7883,292,455,6
7884,292,466,6
7885,292,469,7
7886,292,470,7
7887,292,473,6
7888,292,475,5
7889,292,481,6
7890,292,482,6
7891,292,484,6
7892,292,485,6
7893,292,486,6
7894,292,488,6
7895,292,492,7
7896,292,501,6
7897,292,504,7
7898,292,509,5
7899,292,511,6
7900,292,514,6
7901,292,517,6
7902,292,518,8
7903,292,521,6
7904,292,524,6
7905,292,525,6
7906,292,528,7
7907,292,530,5
7908,292,535,6
7909,292,537,5
7910,292,540,6
7911,292,543,7
7912,292,549,6
7913,293,234,7
7914,293,235,7
7915,293,237,7
7916,293,238,7
7917,293,239,6
7918,293,243,7
7919,293,247,6
7920,293,248,6
7921,293,249,6
7922,293,251,7
7923,293,252,7
7924,293,253,6
7925,293,258,6
7926,293,259,7
7927,293,262,6
7928,293,264,7
7929,293,266,6
7930,293,267,7
7931,293,268,6
7932,293,269,7
7933,293,270,6
7934,293,274,7
7935,293,275,6
7936,293,278,7
7937,293,279,7
7938,293,284,8
7939,293,289,7
7940,293,292,6
7941,293,298,6
7942,293,301,7
7943,293,304,6
7944,293,307,7
7945,293,308,6
7946,293,312,6
7947,293,313,7
7948,293,314,7
7949,293,316,7
7950,293,317,6
7951,293,320,7
7952,293,325,6
7953,293,326,7
7954,293,328,7
7955,293,329,7
7956,293,330,7
7957,293,334,6
7958,293,335,6
7959,293,336,7
7960,293,338,7
7961,293,339,6
7962,293,341,7
7963,293,344,7
7964,293,345,7
7965,293,348,6
7966,293,351,7
7967,293,357,7
7968,293,360,7
7969,293,363,7
7970,293,364,7
7971,293,365,6
7972,293,368,6
7973,293,370,7
7974,293,373,7
7975,293,374,7
7976,293,375,6
7977,293,377,8
7978,293,378,7
7979,293,381,7
7980,293,382,7
7981,293,383,7
7982,293,386,7
7983,293,388,6
7984,293,394,6
7985,293,396,6
7986,293,401,7
7987,293,402,7
7988,293,403,7
7989,293,404,7
7990,293,405,6
7991,293,407,7
7992,293,409,6
7993,293,411,7
7994,293,413,7
7995,293,415,6
7996,293,420,7
7997,293,422,7
7998,293,423,7
7999,293,428,6
8000,293,429,7
8001,293,430,6
8002,293,431,7
8003,293,434,7
8004,293,438,6
8005,293,440,7
8006,293,442,7
8007,293,445,7
8008,293,449,7
8009,293,450,6
8010,293,451,7
8011,293,455,7
8012,293,456,7
8013,293,457,6
8014,293,458,8
8015,293,461,7
8016,293,462,6
8017,293,463,6
8018,293,466,6
8019,293,471,6
8020,293,472,7
8021,293,475,6
8022,293,477,6
8023,293,480,6
8024,293,481,6
8025,293,484,7
8026,293,486,7
8027,293,488,7
8028,293,489,7
8029,293,490,6
8030,293,491,7
8031,293,492,7
8032,293,495,6
8033,293,496,6
8034,293,500,7
8035,293,501,6
8036,293,504,7
8037,293,510,7
8038,293,511,6
8039,293,512,6
8040,293,514,6
8041,293,521,7
8042,293,522,6
8043,293,523,7
8044,293,526,7
8045,293,527,5
8046,293,530,6
8047,293,531,8
8048,293,535,6
8049,293,539,6
8050,293,540,7
8051,293,541,6
8052,293,542,7
8053,293,543,7
8054,293,544,6
8055,293,546,7
8056,293,551,7
8057,294,236,6
8058,294,239,5
8059,294,240,6
8060,294,241,6
8061,294,242,6
8062,294,243,6
8063,294,245,6
8064,294,248,5
8065,294,250,6
8066,294,251,6
8067,294,253,5
8068,294,257,6
8069,294,260,6
8070,294,261,6
8071,294,263,6
8072,294,264,6
8073,294,265,5
8074,294,266,6
8075,294,267,6
8076,294,268,6
8077,294,269,6
8078,294,272,6
8079,294,279,6
8080,294,281,5
8081,294,282,6
8082,294,286,5
8083,294,289,6
8084,294,290,6
8085,294,291,6
8086,294,296,6
8087,294,298,5
8088,294,299,6
8089,294,301,6
8090,294,302,6
8091,294,303,6
8092,294,306,6
8093,294,308,6
8094,294,316,6
8095,294,317,5
8096,294,324,6
8097,294,325,5
8098,294,329,6
8099,294,332,6
8100,294,336,6
8101,294,339,6
8102,294,346,6
8103,294,351,6
8104,294,352,5
8105,294,356,5
8106,294,361,5
8107,294,362,6
8108,294,366,5
8109,294,367,6
8110,294,368,5
8111,294,374,6
8112,294,375,5
8113,294,377,7
8114,294,381,6
8115,294,382,6
8116,294,383,6
8117,294,384,6
8118,294,386,6
8119,294,387,6
8120,294,391,7
8121,294,393,5
8122,294,395,6
8123,294,396,6
8124,294,397,6
8125,294,401,6
8126,294,404,6
8127,294,408,6
8128,294,409,5
8129,294,411,7
8130,294,413,6
8131,294,417,5
8132,294,428,6
8133,294,430,5
8134,294,433,6
8135,294,434,6
8136,294,435,6
8137,294,436,6
8138,294,440,6
8139,294,442,6
8140,294,447,6
8141,294,448,6
8142,294,449,6
8143,294,452,6
8144,294,454,6
8145,294,457,5
8146,294,461,6
8147,294,463,5
8148,294,464,6
8149,294,466,5
8150,294,467,7
8151,294,468,6
8152,294,469,6
8153,294,470,6
8154,294,475,5
8155,294,484,6
8156,294,486,6
8157,294,489,6
8158,294,490,6
8159,294,491,6
8160,294,500,7
8161,294,502,6
8162,294,503,7
8163,294,506,5
8164,294,507,6
8165,294,508,6
8166,294,509,5
8167,294,510,6
8168,294,511,5
8169,294,512,5
8170,294,515,6
8171,294,517,5
8172,294,520,6
8173,294,523,6
8174,294,524,6
8175,294,533,6
8176,294,535,5
8177,294,536,6
8178,294,539,5
8179,294,541,5
8180,294,542,6
8181,294,544,5
8182,294,546,6
8183,294,549,6
8184,295,234,6
8185,295,237,6
8186,295,238,6
8187,295,240,6
8188,295,242,6
8189,295,243,6
8190,295,245,5
8191,295,249,5
8192,295,252,6
8193,295,253,5
8194,295,256,6
8195,295,257,6
8196,295,261,6
8197,295,267,6
8198,295,268,6
8199,295,269,6
8200,295,270,5
8201,295,271,6
8202,295,273,6
8203,295,274,6
8204,295,276,6
8205,295,277,6
8206,295,279,6
8207,295,281,5
8208,295,283,6
8209,295,284,7
8210,295,290,6
8211,295,292,6
8212,295,293,6
8213,295,294,6
8214,295,296,6
8215,295,298,5
8216,295,305,5
8217,295,306,6
8218,295,307,6
8219,295,308,5
8220,295,309,6
8221,295,311,6
8222,295,312,5
8223,295,314,6
8224,295,316,6
8225,295,319,6
8226,295,323,6
8227,295,325,5
8228,295,326,6
8229,295,328,6
8230,295,329,6
8231,295,330,6
8232,295,332,6
8233,295,336,6
8234,295,337,5
8235,295,339,6
8236,295,340,7
8237,295,341,6
8238,295,343,5
8239,295,345,6
8240,295,349,6
8241,295,355,7
8242,295,356,5
8243,295,357,6
8244,295,361,5
8245,295,363,6
8246,295,367,6
8247,295,368,5
8248,295,375,5
8249,295,377,7
8250,295,381,6
8251,295,383,6
8252,295,384,6
8253,295,388,5
8254,295,389,6
8255,295,391,7
8256,295,393,5
8257,295,394,5
8258,295,395,6
8259,295,396,5
8260,295,398,6
8261,295,401,6
8262,295,403,6
8263,295,404,6
8264,295,406,6
8265,295,407,6
8266,295,408,6
8267,295,409,5
8268,295,411,7
8269,295,415,5
8270,295,416,5
8271,295,417,4
8272,295,420,6
8273,295,422,6
8274,295,428,6
8275,295,429,6
8276,295,430,5
8277,295,432,7
8278,295,437,5
8279,295,443,6
8280,295,447,6
8281,295,448,6
8282,295,449,6
8283,295,450,5
8284,295,452,6
8285,295,464,6
8286,295,466,5
8287,295,468,6
8288,295,470,6
8289,295,472,6
8290,295,474,6
8291,295,475,5
8292,295,480,5
8293,295,482,6
8294,295,483,7
8295,295,485,6
8296,295,489,6
8297,295,495,5
8298,295,496,5
8299,295,500,6
8300,295,501,5
8301,295,502,6
8302,295,503,6
8303,295,506,5
8304,295,508,5
8305,295,518,7
8306,295,521,6
8307,295,523,6
8308,295,524,6
8309,295,527,4
8310,295,528,7
8311,295,529,6
8312,295,533,6
8313,295,538,7
8314,295,540,6
8315,295,544,5
8316,295,545,5
8317,295,546,6
8318,295,548,5
8319,295,550,6
8320,295,552,6
8321,296,236,7
8322,296,242,7
8323,296,245,6
8324,296,248,6
8325,296,255,8
8326,296,256,7
8327,296,257,7
8328,296,258,6
8329,296,261,7
8330,296,262,5
8331,296,263,7
8332,296,264,7
8333,296,267,7
8334,296,268,6
8335,296,270,6
8336,296,271,7
8337,296,272,7
8338,296,273,7
8339,296,274,7
8340,296,277,7
8341,296,278,7
8342,296,279,7
8343,296,281,6
8344,296,283,7
8345,296,285,7
8346,296,287,6
8347,296,289,7
8348,296,290,7
8349,296,291,6
8350,296,292,6
8351,296,294,7
8352,296,295,6
8353,296,296,7
8354,296,299,6
8355,296,302,7
8356,296,303,7
8357,296,304,6
8358,296,306,7
8359,296,307,7
8360,296,312,6
8361,296,313,6
8362,296,314,7
8363,296,316,7
8364,296,323,7
8365,296,327,6
8366,296,332,7
8367,296,333,7
8368,296,334,6
8369,296,335,6
8370,296,336,7
8371,296,339,6
8372,296,341,7
8373,296,342,7
8374,296,343,6
8375,296,345,7
8376,296,346,6
8377,296,348,6
8378,296,349,7
8379,296,352,6
8380,296,354,6
8381,296,356,6
8382,296,357,7
8383,296,360,7
8384,296,361,6
8385,296,362,7
8386,296,364,7
8387,296,365,6
8388,296,367,6
8389,296,370,7
8390,296,372,7
8391,296,373,7
8392,296,374,7
8393,296,377,8
8394,296,381,7
8395,296,383,7
8396,296,384,7
8397,296,386,7
8398,296,387,6
8399,296,388,6
8400,296,391,8
8401,296,393,6
8402,296,394,6
8403,296,395,7
8404,296,398,7
8405,296,401,7
8406,296,405,7
8407,296,406,7
8408,296,407,7
8409,296,408,7
8410,296,411,7
8411,296,413,7
8412,296,430,6
8413,296,434,7
8414,296,435,7
8415,296,436,7
8416,296,437,6
8417,296,440,7
8418,296,441,7
8419,296,443,7
8420,296,444,8
8421,296,445,7
8422,296,447,7
8423,296,448,7
8424,296,451,7
8425,296,454,6
8426,296,461,7
8427,296,462,6
8428,296,466,6
8429,296,468,7
8430,296,469,7
8431,296,470,7
8432,296,471,6
8433,296,472,7
8434,296,474,6
8435,296,475,6
8436,296,477,6
8437,296,480,6
8438,296,481,6
8439,296,482,6
8440,296,483,8
8441,296,485,6
8442,296,486,7
8443,296,488,7
8444,296,489,7
8445,296,490,6
8446,296,491,7
8447,296,492,7
8448,296,493,7
8449,296,495,6
8450,296,499,6
8451,296,500,7
8452,296,501,6
8453,296,503,7
8454,296,514,6
8455,296,516,7
8456,296,517,6
8457,296,520,7
8458,296,521,7
8459,296,522,6
8460,296,526,7
8461,296,527,5
8462,296,531,8
8463,296,534,6
8464,296,535,6
8465,296,536,7
8466,296,537,5
8467,296,538,7
8468,296,539,6
8469,296,543,7
8470,296,545,6
8471,296,546,7
8472,296,550,7
8473,296,551,7
8474,297,234,7
8475,297,237,7
8476,297,239,7
8477,297,242,7
8478,297,244,7
8479,297,245,7
8480,297,253,6
8481,297,255,8
8482,297,256,7
8483,297,259,7
8484,297,260,7
8485,297,262,6
8486,297,264,7
8487,297,267,7
8488,297,268,7
8489,297,269,7
8490,297,270,7
8491,297,274,7
8492,297,276,7
8493,297,278,8
8494,297,279,8
8495,297,281,7
8496,297,284,8
8497,297,287,6
8498,297,294,7
8499,297,295,7
8500,297,296,8
8501,297,297,8
8502,297,299,7
8503,297,303,8
8504,297,304,7
8505,297,305,7
8506,297,307,7
8507,297,308,7
8508,297,312,7
8509,297,313,7
8510,297,314,7
8511,297,317,6
8512,297,323,7
8513,297,324,7
8514,297,326,7
8515,297,327,7
8516,297,330,7
8517,297,334,7
8518,297,335,7
8519,297,336,7
8520,297,338,7
8521,297,345,8
8522,297,348,7
8523,297,349,7
8524,297,351,7
8525,297,352,6
8526,297,357,8
8527,297,361,7
8528,297,364,8
8529,297,365,6
8530,297,366,7
8531,297,368,6
8532,297,370,7
8533,297,371,7
8534,297,374,7
8535,297,375,7
8536,297,378,7
8537,297,381,8
8538,297,382,7
8539,297,383,7
8540,297,387,7
8541,297,389,8
8542,297,391,8
8543,297,393,7
8544,297,396,7
8545,297,401,7
8546,297,404,8
8547,297,405,7
8548,297,407,7
8549,297,408,7
8550,297,412,7
8551,297,413,7
8552,297,415,7
8553,297,418,7
8554,297,420,7
8555,297,421,8
8556,297,422,8
8557,297,428,7
8558,297,432,8
8559,297,436,7
8560,297,441,7
8561,297,443,7
8562,297,444,8
8563,297,445,7
8564,297,447,7
8565,297,448,7
8566,297,449,8
8567,297,455,7
8568,297,461,7
8569,297,462,6
8570,297,463,6
8571,297,464,7
8572,297,466,6
8573,297,467,8
8574,297,470,8
8575,297,472,7
8576,297,475,7
8577,297,477,7
8578,297,484,7
8579,297,485,7
8580,297,493,8
8581,297,494,6
8582,297,495,7
8583,297,496,7
8584,297,499,7
8585,297,500,8
8586,297,501,6
8587,297,508,7
8588,297,510,7
8589,297,511,6
8590,297,516,7
8591,297,517,7
8592,297,521,7
8593,297,523,7
8594,297,524,7
8595,297,526,7
8596,297,527,5
8597,297,533,7
8598,297,539,6
8599,297,540,7
8600,297,545,7
8601,297,548,6
8602,298,237,7
8603,298,239,6
8604,298,240,7
8605,298,241,6
8606,298,243,6
8607,298,244,6
8608,298,246,5
8609,298,250,6
8610,298,251,7
8611,298,252,7
8612,298,257,6
8613,298,258,6
8614,298,259,6
8615,298,261,7
8616,298,262,5
8617,298,265,5
8618,298,269,7
8619,298,270,6
8620,298,271,7
8621,298,275,6
8622,298,277,6
8623,298,279,7
8624,298,283,6
8625,298,284,7
8626,298,285,6
8627,298,287,5
8628,298,289,6
8629,298,290,6
8630,298,291,6
8631,298,292,6
8632,298,298,5
8633,298,299,6
8634,298,302,7
8635,298,303,7
8636,298,305,6
8637,298,306,6
8638,298,308,6
8639,298,309,6
8640,298,311,6
8641,298,312,6
8642,298,313,6
8643,298,314,6
8644,298,316,7
8645,298,319,6
8646,298,320,6
8647,298,325,5
8648,298,329,6
8649,298,330,6
8650,298,334,6
8651,298,335,6
8652,298,338,7
8653,298,339,6
8654,298,340,7
8655,298,341,6
8656,298,342,7
8657,298,343,6
8658,298,344,6
8659,298,345,7
8660,298,346,6
8661,298,348,6
8662,298,349,6
8663,298,352,5
8664,298,356,6
8665,298,357,7
8666,298,359,5
8667,298,361,6
8668,298,362,6
8669,298,366,6
8670,298,367,6
8671,298,368,6
8672,298,369,6
8673,298,373,6
8674,298,377,8
8675,298,378,6
8676,298,381,7
8677,298,382,6
8678,298,387,6
8679,298,389,7
8680,298,396,6
8681,298,398,6
8682,298,401,7
8683,298,403,7
8684,298,404,7
8685,298,405,6
8686,298,407,6
8687,298,409,6
8688,298,411,7
8689,298,412,6
8690,298,413,6
8691,298,416,5
8692,298,420,6
8693,298,421,7
8694,298,423,6
8695,298,428,6
8696,298,429,6
8697,298,431,6
8698,298,432,7
8699,298,433,6
8700,298,434,6
8701,298,436,6
8702,298,437,5
8703,298,438,6
8704,298,440,7
8705,298,444,7
8706,298,447,6
8707,298,449,7
8708,298,451,7
8709,298,462,6
8710,298,463,5
8711,298,464,6
8712,298,466,6
8713,298,469,6
8714,298,470,7
8715,298,471,6
8716,298,482,6
8717,298,489,6
8718,298,493,7
8719,298,494,5
8720,298,495,6
8721,298,499,6
8722,298,501,6
8723,298,504,6
8724,298,507,6
8725,298,508,6
8726,298,510,6
8727,298,511,6
8728,298,514,6
8729,298,516,6
8730,298,524,6
8731,298,525,7
8732,298,526,6
8733,298,528,7
8734,298,529,7
8735,298,530,5
8736,298,531,7
8737,298,534,6
8738,298,535,6
8739,298,539,6
8740,298,541,6
8741,298,544,6
8742,298,545,6
8743,299,234,5
8744,299,237,6
8745,299,241,5
8746,299,242,6
8747,299,243,6
8748,299,244,5
8749,299,246,5
8750,299,248,4
8751,299,255,6
8752,299,256,6
8753,299,258,5
8754,299,259,5
8755,299,262,4
8756,299,263,5
8757,299,264,6
8758,299,265,5
8759,299,268,5
8760,299,271,6
8761,299,272,6
8762,299,275,5
8763,299,277,5
8764,299,278,6
8765,299,279,6
8766,299,283,5
8767,299,285,5
8768,299,286,5
8769,299,287,4
8770,299,289,6
8771,299,290,5
8772,299,293,5
8773,299,294,6
8774,299,296,5
8775,299,300,5
8776,299,305,5
8777,299,307,5
8778,299,309,5
8779,299,314,5
8780,299,316,6
8781,299,317,5
8782,299,319,5
8783,299,324,6
8784,299,325,4
8785,299,326,5
8786,299,327,5
8787,299,329,5
8788,299,330,5
8789,299,332,6
8790,299,334,5
8791,299,336,5
8792,299,337,5
8793,299,338,5
8794,299,345,6
8795,299,346,5
8796,299,351,5
8797,299,352,4
8798,299,354,5
8799,299,356,5
8800,299,359,5
8801,299,360,5
8802,299,361,5
8803,299,363,6
8804,299,364,6
8805,299,366,5
8806,299,369,5
8807,299,370,6
8808,299,372,5
8809,299,374,6
8810,299,378,5
8811,299,381,6
8812,299,382,5
8813,299,383,5
8814,299,384,5
8815,299,391,6
8816,299,395,5
8817,299,397,5
8818,299,401,6
8819,299,404,6
8820,299,406,6
8821,299,407,5
8822,299,408,5
8823,299,411,6
8824,299,413,5
8825,299,417,4
8826,299,418,5
8827,299,420,5
8828,299,422,6
8829,299,428,5
8830,299,429,5
8831,299,430,5
8832,299,432,6
8833,299,433,6
8834,299,434,5
8835,299,436,6
8836,299,437,4
8837,299,438,5
8838,299,441,6
8839,299,443,5
8840,299,444,6
8841,299,445,6
8842,299,448,5
8843,299,452,6
8844,299,454,5
8845,299,455,5
8846,299,457,5
8847,299,458,6
8848,299,461,5
8849,299,463,4
8850,299,466,5
8851,299,469,5
8852,299,470,6
8853,299,472,6
8854,299,473,5
8855,299,474,5
8856,299,475,5
8857,299,477,5
8858,299,481,4
8859,299,482,5
8860,299,486,6
8861,299,487,5
8862,299,488,6
8863,299,490,5
8864,299,491,6
8865,299,492,6
8866,299,493,6
8867,299,495,5
8868,299,500,6
8869,299,501,5
8870,299,504,5
8871,299,510,5
8872,299,512,4
8873,299,514,5
8874,299,515,5
8875,299,517,5
8876,299,518,7
8877,299,520,5
8878,299,523,6
8879,299,525,6
8880,299,527,4
8881,299,530,4
8882,299,531,6
8883,299,535,5
8884,299,538,6
8885,299,541,5
8886,299,542,5
8887,299,543,5
8888,299,544,5
8889,299,545,5
8890,299,546,5
8891,299,552,6
8892,300,235,7
8893,300,237,7
8894,300,238,7
8895,300,239,7
8896,300,242,8
8897,300,243,8
8898,300,244,7
8899,300,245,7
8900,300,246,7
8901,300,247,6
8902,300,248,6
8903,300,249,7
8904,300,251,8
8905,300,252,8
8906,300,257,7
8907,300,259,7
8908,300,262,6
8909,300,264,8
8910,300,265,7
8911,300,269,8
8912,300,270,7
8913,300,272,8
8914,300,273,8
8915,300,279,8
8916,300,283,8
8917,300,288,8
8918,300,289,7
8919,300,290,7
8920,300,293,7
8921,300,296,7
8922,300,297,9
8923,300,298,6
8924,300,299,7
8925,300,300,7
8926,300,302,8
8927,300,304,7
8928,300,305,7
8929,300,306,8
8930,300,308,7
8931,300,309,7
8932,300,311,7
8933,300,312,7
8934,300,313,7
8935,300,316,8
8936,300,319,7
8937,300,320,7
8938,300,323,8
8939,300,324,8
8940,300,325,6
8941,300,326,7
8942,300,328,8
8943,300,329,7
8944,300,334,7
8945,300,335,7
8946,300,336,8
8947,300,337,7
8948,300,340,8
8949,300,341,8
8950,300,344,8
8951,300,348,7
8952,300,351,7
8953,300,357,8
8954,300,360,7
8955,300,362,8
8956,300,363,8
8957,300,364,8
8958,300,366,7
8959,300,367,7
8960,300,368,7
8961,300,369,8
8962,300,371,8
8963,300,374,8
8964,300,375,7
8965,300,377,9
8966,300,378,8
8967,300,382,8
8968,300,384,8
8969,300,386,7
8970,300,388,7
8971,300,393,7
8972,300,394,7
8973,300,395,8
8974,300,401,8
8975,300,402,8
8976,300,406,8
8977,300,408,8
8978,300,411,8
8979,300,412,8
8980,300,413,8
8981,300,416,6
8982,300,420,7
8983,300,421,8
8984,300,422,8
8985,300,423,8
8986,300,429,8
8987,300,430,7
8988,300,432,8
8989,300,433,8
8990,300,438,7
8991,300,444,8
8992,300,445,8
8993,300,448,8
8994,300,449,8
8995,300,450,7
8996,300,454,7
8997,300,455,7
8998,300,456,7
8999,300,457,7
9000,300,458,9
9001,300,461,8
9002,300,466,7
9003,300,467,8
9004,300,468,8
9005,300,470,8
9006,300,474,7
9007,300,477,7
9008,300,480,7
9009,300,482,7
9010,300,483,8
9011,300,485,7
9012,300,486,8
9013,300,488,8
9014,300,489,8
9015,300,490,7
9016,300,494,6
9017,300,500,8
9018,300,502,8
9019,300,504,8
9020,300,506,7
9021,300,508,7
9022,300,509,6
9023,300,512,6
9024,300,514,7
9025,300,516,8
9026,300,518,9
9027,300,521,7
9028,300,523,8
9029,300,524,7
9030,300,525,8
9031,300,528,8
9032,300,530,6
9033,300,531,8
9034,300,533,8
9035,300,534,7
9036,300,537,6
9037,300,538,8
9038,300,541,7
9039,300,542,7
9040,300,543,7
9041,300,544,7
9042,300,546,8
9043,300,551,8
9044,300,552,8
9045,301,236,6
9046,301,238,5
9047,301,240,6
9048,301,244,5
9049,301,248,5
9050,301,249,5
9051,301,251,6
9052,301,252,6
9053,301,257,6
9054,301,262,4
9055,301,263,6
9056,301,265,5
9057,301,266,5
9058,301,267,6
9059,301,268,5
9060,301,274,6
9061,301,277,6
9062,301,279,6
9063,301,282,6
9064,301,283,6
9065,301,285,6
9066,301,286,5
9067,301,287,5
9068,301,289,6
9069,301,291,5
9070,301,292,5
9071,301,296,6
9072,301,298,5
9073,301,303,6
9074,301,304,5
9075,301,305,5
9076,301,306,6
9077,301,307,5
9078,301,311,6
9079,301,314,6
9080,301,319,6
9081,301,323,6
9082,301,327,5
9083,301,328,6
9084,301,329,5
9085,301,330,5
9086,301,332,6
9087,301,333,6
9088,301,334,5
9089,301,337,5
9090,301,338,6
9091,301,340,6
9092,301,343,5
9093,301,345,6
9094,301,346,5
9095,301,349,6
9096,301,352,5
9097,301,354,5
9098,301,355,6
9099,301,362,6
9100,301,363,6
9101,301,367,5
9102,301,370,6
9103,301,371,6
9104,301,377,7
9105,301,382,6
9106,301,383,6
9107,301,392,5
9108,301,395,6
9109,301,397,6
9110,301,403,6
9111,301,405,6
9112,301,406,6
9113,301,407,6
9114,301,409,5
9115,301,413,6
9116,301,416,5
9117,301,420,5
9118,301,421,6
9119,301,422,6
9120,301,423,6
9121,301,429,6
9122,301,430,5
9123,301,434,6
9124,301,435,6
9125,301,436,6
9126,301,438,5
9127,301,441,6
9128,301,442,6
9129,301,444,7
9130,301,445,6
9131,301,447,6
9132,301,449,6
9133,301,455,5
9134,301,457,5
9135,301,463,5
9136,301,464,6
9137,301,466,5
9138,301,469,6
9139,301,471,5
9140,301,474,5
9141,301,475,5
9142,301,482,5
9143,301,484,6
9144,301,485,5
9145,301,487,5
9146,301,488,6
9147,301,492,6
9148,301,494,5
9149,301,495,5
9150,301,501,5
9151,301,503,6
9152,301,507,6
9153,301,508,5
9154,301,509,4
9155,301,510,6
9156,301,511,5
9157,301,512,5
9158,301,516,6
9159,301,517,5
9160,301,518,7
9161,301,521,6
9162,301,523,6
9163,301,525,6
9164,301,526,6
9165,301,527,4
9166,301,528,6
9167,301,529,6
9168,301,530,4
9169,301,531,6
9170,301,535,5
9171,301,536,6
9172,301,540,6
9173,301,541,5
9174,301,542,6
9175,301,543,6
9176,301,546,6
9177,301,548,5
9178,301,549,6
9179,302,237,7
9180,302,240,7
9181,302,242,7
9182,302,245,7
9183,302,247,6
9184,302,249,7
9185,302,250,7
9186,302,252,7
9187,302,256,7
9188,302,257,7
9189,302,260,7
9190,302,262,6
9191,302,263,7
9192,302,264,7
9193,302,265,6
9194,302,267,7
9195,302,269,7
9196,302,271,7
9197,302,274,7
9198,302,276,7
9199,302,281,6
9200,302,283,7
9201,302,285,7
9202,302,288,8
9203,302,292,7
9204,302,293,7
9205,302,294,7
9206,302,298,6
9207,302,299,7
9208,302,300,7
9209,302,301,7
9210,302,302,7
9211,302,303,8
9212,302,304,7
9213,302,308,7
9214,302,324,8
9215,302,325,6
9216,302,326,7
9217,302,327,6
9218,302,329,7
9219,302,330,7
9220,302,332,8
9221,302,333,7
9222,302,335,7
9223,302,337,7
9224,302,340,8
9225,302,342,8
9226,302,344,7
9227,302,346,7
9228,302,348,6
9229,302,356,6
9230,302,360,7
9231,302,361,6
9232,302,362,7
9233,302,367,7
9234,302,368,6
9235,302,378,7
9236,302,382,7
