gender,match,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,met_o,age,field,race,imprace,imprelig,from,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr3_1,sinc3_1,fun3_1,intel3_1,attr,sinc,intel,fun,met,iid,pid,shar1_1
0,0,0,27.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,7.0,8.0,5.0,2.0,25.0,Law,6.0,6.0,8.0,California,1.0,3.0,2.0,Lawyer,1.0,4.0,2.0,5.0,7.0,7.0,5.0,7.0,3.0,5.0,7.0,7.0,10.0,8.0,8.0,7.0,6.0,2.0,15.0,3.0,50.0,20.0,2.0,6.0,7.0,7.0,9.0,5.0,8.0,8.0,7.0,2.0,543,63,10.0
0,0,0,28.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,9.0,8.0,8.0,6.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,4.0,3.0,9.0,3.0,2.0,370,526,10.0
0,0,1,26.0,2.0,18.0,18.0,18.0,19.0,13.0,14.0,6.0,6.0,7.0,7.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,4.0,8.0,9.0,4.0,2.0,370,105,10.0
0,0,0,26.0,3.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,7.0,7.0,6.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,3.0,9.0,10.0,6.0,2.0,370,78,10.0
0,1,1,29.0,2.0,50.0,7.0,20.0,23.0,0.0,0.0,8.0,7.0,8.0,6.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,10.0,10.0,10.0,8.0,2.0,370,169,10.0
0,1,1,39.0,2.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,8.0,7.0,8.0,3.0,2.0,370,238,10.0
0,1,1,28.0,2.0,30.0,30.0,20.0,10.0,10.0,0.0,6.0,7.0,8.0,5.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,2.0,370,475,10.0
0,0,0,30.0,6.0,20.0,25.0,25.0,15.0,5.0,10.0,9.0,8.0,8.0,7.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,6.0,8.0,9.0,4.0,2.0,370,278,10.0
0,0,0,22.0,4.0,40.0,8.0,10.0,12.0,10.0,20.0,9.0,8.0,8.0,7.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,6.0,9.0,10.0,8.0,2.0,370,9,10.0
0,0,1,32.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,7.0,8.0,8.0,6.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,4.0,8.0,9.0,7.0,2.0,370,4,10.0
0,0,1,26.0,2.0,40.0,5.0,20.0,10.0,10.0,15.0,6.0,6.0,6.0,6.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,8.0,7.0,8.0,5.0,2.0,370,364,10.0
0,0,1,27.0,2.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,6.0,6.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,8.0,8.0,8.0,7.0,2.0,370,462,10.0
0,1,0,25.0,1.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,8.0,7.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,7.0,8.0,9.0,9.0,2.0,370,429,10.0
0,0,0,22.0,3.0,10.0,20.0,35.0,10.0,5.0,20.0,6.0,10.0,4.0,4.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,7.0,8.0,8.0,8.0,2.0,370,307,10.0
0,1,1,21.0,2.0,19.0,24.0,21.0,23.0,5.0,8.0,9.0,9.0,9.0,9.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,8.0,9.0,9.0,10.0,2.0,370,135,10.0
0,0,1,24.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,8.0,7.0,6.0,6.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,8.0,9.0,10.0,9.0,2.0,370,220,10.0
0,1,0,25.0,4.0,15.0,10.0,30.0,10.0,5.0,30.0,9.0,10.0,8.0,6.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,7.0,9.0,9.0,7.0,2.0,370,72,10.0
0,1,1,28.0,2.0,20.0,20.0,15.0,15.0,5.0,25.0,9.0,,8.0,8.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,6.0,9.0,9.0,8.0,2.0,370,38,10.0
0,0,0,27.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,6.0,6.0,3.0,2.0,29.0,International Educational Development,2.0,1.0,2.0,San Francisco,5.0,6.0,1.0,Microfinancing Program Manager,7.0,7.0,2.0,8.0,10.0,9.0,9.0,9.0,2.0,9.0,10.0,4.0,10.0,10.0,8.0,10.0,6.0,9.0,10.0,20.0,20.0,20.0,20.0,9.0,10.0,9.0,9.0,6.0,7.0,8.0,7.0,2.0,370,63,10.0
0,0,0,28.0,4.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,9.0,9.0,8.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,2.0,133,526,6.0
0,1,1,26.0,2.0,18.0,18.0,18.0,19.0,13.0,14.0,5.0,7.0,7.0,8.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,2.0,133,105,6.0
0,0,0,26.0,3.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,8.0,8.0,8.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,2.0,133,78,6.0
0,1,1,29.0,2.0,50.0,7.0,20.0,23.0,0.0,0.0,8.0,8.0,8.0,8.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,2.0,133,169,6.0
0,0,1,39.0,2.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,2.0,133,238,6.0
0,0,1,28.0,2.0,30.0,30.0,20.0,10.0,10.0,0.0,5.0,5.0,7.0,5.0,,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,2.0,133,475,6.0
0,1,0,30.0,6.0,20.0,25.0,25.0,15.0,5.0,10.0,8.0,9.0,10.0,10.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,2.0,133,278,6.0
0,0,0,22.0,4.0,40.0,8.0,10.0,12.0,10.0,20.0,9.0,8.0,8.0,8.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,6.0,2.0,133,9,6.0
0,0,1,32.0,2.0,30.0,10.0,30.0,20.0,10.0,0.0,7.0,7.0,7.0,6.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,2.0,133,4,6.0
0,0,1,26.0,2.0,40.0,5.0,20.0,10.0,10.0,15.0,6.0,7.0,7.0,8.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,2.0,133,364,6.0
0,1,1,27.0,2.0,20.0,15.0,25.0,15.0,20.0,5.0,7.0,8.0,6.0,8.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,2.0,133,462,6.0
0,0,0,25.0,1.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,8.0,7.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,2.0,133,429,6.0
0,0,0,22.0,3.0,10.0,20.0,35.0,10.0,5.0,20.0,9.0,10.0,10.0,8.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,2.0,133,307,6.0
0,0,1,21.0,2.0,19.0,24.0,21.0,23.0,5.0,8.0,7.5,8.5,9.0,9.5,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,2.0,133,135,6.0
0,0,1,24.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,8.0,8.0,7.0,7.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,2.0,133,220,6.0
0,0,0,25.0,4.0,15.0,10.0,30.0,10.0,5.0,30.0,7.0,10.0,8.0,7.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,2.0,133,72,6.0
0,0,1,28.0,2.0,20.0,20.0,15.0,15.0,5.0,25.0,5.0,7.0,8.0,7.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,2.0,133,38,6.0
0,0,0,27.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,7.0,7.0,5.0,2.0,29.0,Education Administration,2.0,2.0,2.0,England,1.0,5.0,1.0,Education Administration,2.0,3.0,2.0,6.0,10.0,7.0,6.0,8.0,7.0,8.0,7.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,14.0,20.0,18.0,24.0,18.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,2.0,133,63,6.0
1,1,0,34.0,2.0,10.0,10.0,30.0,20.0,10.0,20.0,5.0,5.0,5.0,10.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,6.0,6.0,6.0,7.0,2.0,526,239,20.0
1,1,0,22.0,2.0,15.0,20.0,20.0,20.0,15.0,10.0,4.0,7.0,8.0,10.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,2.0,526,111,20.0
1,0,0,23.0,3.0,10.0,25.0,20.0,10.0,20.0,15.0,4.0,2.0,9.0,2.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,7.0,5.0,6.0,6.0,2.0,526,433,20.0
1,0,1,26.0,4.0,10.0,20.0,15.0,20.0,20.0,15.0,5.0,6.0,7.0,6.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,7.0,7.0,8.0,8.0,2.0,526,394,20.0
1,0,1,27.0,4.0,10.0,20.0,20.0,10.0,20.0,20.0,1.0,,8.0,7.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,6.0,7.0,7.0,7.0,2.0,526,59,20.0
1,0,0,28.0,2.0,10.0,10.0,20.0,20.0,20.0,20.0,2.0,10.0,10.0,8.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,2.0,526,391,20.0
1,1,0,25.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,10.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,2.0,526,360,20.0
1,0,0,35.0,3.0,10.0,32.0,20.0,12.0,11.0,15.0,4.0,6.0,7.0,6.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,2.0,526,47,20.0
1,0,0,32.0,3.0,30.0,30.0,30.0,5.0,0.0,5.0,1.0,5.0,0.0,10.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,6.0,7.0,6.0,6.0,2.0,526,457,20.0
1,0,0,30.0,2.0,20.0,25.0,15.0,15.0,15.0,10.0,4.0,1.0,4.0,1.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,2.0,526,211,20.0
1,0,0,22.0,2.0,15.0,20.0,20.0,20.0,5.0,20.0,5.0,7.0,8.0,9.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,6.0,8.0,8.0,8.0,2.0,526,379,20.0
1,0,0,23.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,2.0,3.0,2.0,1.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,2.0,526,460,20.0
1,0,0,23.0,2.0,15.0,15.0,20.0,15.0,20.0,15.0,1.0,2.0,10.0,1.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,7.0,6.0,6.0,6.0,2.0,526,147,20.0
1,0,0,27.0,2.0,25.0,15.0,20.0,20.0,20.0,0.0,6.0,9.0,8.0,5.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,1.0,526,60,20.0
1,0,1,23.0,4.0,15.0,21.0,18.0,18.0,10.0,18.0,0.0,5.0,5.0,0.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,5.0,6.0,9.0,3.0,2.0,526,25,20.0
1,0,0,25.0,6.0,15.0,3.0,50.0,20.0,2.0,10.0,5.0,7.0,7.0,7.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,2.0,526,543,20.0
1,0,0,29.0,2.0,10.0,20.0,20.0,20.0,20.0,10.0,4.0,3.0,9.0,3.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,2.0,526,370,20.0
1,0,0,29.0,2.0,14.0,20.0,18.0,24.0,18.0,6.0,6.0,6.0,7.0,7.0,2.0,28.0,Business (MBA),4.0,6.0,8.0,Bangladesh,2.0,6.0,3.0,Marketing,7.0,7.0,2.0,8.0,8.0,5.0,4.0,4.0,3.0,3.0,9.0,5.0,7.0,9.0,6.0,7.0,4.0,5.0,20.0,20.0,20.0,10.0,10.0,6.0,9.0,9.0,9.0,7.0,9.0,9.0,8.0,2.0,526,133,20.0
1,0,1,34.0,2.0,10.0,10.0,30.0,20.0,10.0,20.0,4.0,5.0,5.0,4.0,2.0,26.0,Business,2.0,7.0,5.0,Long Island,1.0,5.0,2.0,Business - Investment Management,7.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,18.0,18.0,18.0,19.0,13.0,7.0,9.0,8.0,10.0,6.0,6.0,7.0,8.0,2.0,105,239,14.0
1,0,1,22.0,2.0,15.0,20.0,20.0,20.0,15.0,10.0,4.0,6.0,6.0,6.0,2.0,26.0,Business,2.0,7.0,5.0,Long Island,1.0,5.0,2.0,Business - Investment Management,7.0,10.0,10.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,7.0,9.0,5.0,10.0,8.0,10.0,3.0,3.0,18.0,18.0,18.0,19.0,13.0,7.0,9.0,8.0,10.0,4.0,6.0,5.0,6.0,2.0,105,111,14.0
